episode,total_reward,mean_pooled_capacity_kwh,fairness_violation_rate,mean_stability_margin,mean_capacity_delta
41,3.546677942200732,64.64105906469834,0.0,0.0,0.004667794220073148
42,4.592093340899847,74.45090726118532,0.0,0.0,0.00920933408998482
43,4.557203963938388,63.67235815641702,0.0,0.0,0.0057203963938388174
44,3.549697139800044,58.536813498879,0.0,0.0,0.004969713980004431
45,4.557258123007437,64.23394420411586,0.0,0.0,0.005725812300743769
46,4.607398360656683,79.71844428868106,0.0,0.0,0.01073983606566824
47,5.072310488965629,69.37758080180592,0.0,0.0,0.007231048896562934
48,5.095575971899011,76.73434004195234,0.0,0.0,0.00955759718990105
49,5.089628827271887,76.65863963345025,0.0,0.0,0.008962882727188726
50,4.59260365491527,72.42193749868586,0.0,0.0,0.009260365491527008
51,5.09319684629861,78.30431421523527,0.0,0.0,0.009319684629860927
52,4.570395832235943,71.15834354787106,0.0,0.0,0.007039583223594244
53,4.585133157338905,69.58690625976102,0.0,0.0,0.008513315733890667
54,5.120363067849416,83.38172088175136,0.0,0.0,0.012036306784941695
55,4.5828992606129875,67.9097783007423,0.0,0.0,0.008289926061298707
56,4.549299031085726,62.60897203339458,0.0,0.0,0.004929903108572635
57,5.105427094831293,78.74563599372496,0.0,0.0,0.010542709483129294
58,5.100583890492335,76.7863187054352,0.0,0.0,0.01005838904923348
59,5.089313632483567,75.32116463104005,0.0,0.0,0.008931363248356607
60,5.077679960643865,71.84245446142587,0.0,0.0,0.007767996064386604
61,4.57396497558186,70.96279600782042,0.0,0.0,0.007396497558186062
62,5.097626540051585,75.71773019689832,0.0,0.0,0.009762654005158414
63,4.562837071891383,67.1080671475869,0.0,0.0,0.006283707189138271
64,5.108603211632918,83.01145204556423,0.0,0.0,0.010860321163291737
65,5.104467636008321,80.24349034351062,0.0,0.0,0.01044676360083216
66,5.083922188317555,70.32508478757305,0.0,0.0,0.008392218831755494
67,5.087098901812003,71.97371232697745,0.0,0.0,0.008709890181200216
68,4.574788559672027,71.52872932370182,0.0,0.0,0.007478855967202691
69,5.08078604003992,68.92345293112012,0.0,0.0,0.008078604003991942
70,4.585103251308475,74.33493163225923,0.0,0.0,0.008510325130847485
71,4.5990000154264115,75.53292838905226,0.0,0.0,0.009900001542641184
72,4.0543654639456985,68.53551855654345,0.0,0.0,0.00543654639456985
73,4.598510453063236,75.18179169013449,0.0,0.0,0.009851045306323475
74,4.075666803059913,69.44622583707012,0.0,0.0,0.007566680305991255
75,4.576086623664588,72.524631874273,0.0,0.0,0.007608662366458854
76,4.604389874415846,80.9004862529769,0.0,0.0,0.010438987441584505
77,5.068553217535398,69.7457658337715,0.0,0.0,0.006855321753539907
78,4.5605476440581345,61.99747837453886,0.0,0.0,0.006054764405813382
79,4.559195589207104,66.33518203632478,0.0,0.0,0.0059195589207104065
80,5.0629570622278806,64.48937294163754,0.0,0.0,0.0062957062227879616
81,3.5666135773624466,70.11286740805119,0.0,0.0,0.006661357736244657
82,3.0315849017724115,61.51507755369573,0.0,0.0,0.003158490177241137
83,4.586615854862621,73.04829002593094,0.0,0.0,0.008661585486262058
84,5.103766823411677,74.59599955310924,0.0,0.0,0.010376682341167748
85,4.055418051388595,65.71263518999197,0.0,0.0,0.005541805138859575
86,5.087060040953763,72.62298071877271,0.0,0.0,0.008706004095376349
87,4.087134876768855,75.53101855658642,0.0,0.0,0.008713487676885453
88,4.029717628131873,62.35158866462005,0.0,0.0,0.0029717628131873345
89,5.070814983086492,70.3927569440695,0.0,0.0,0.007081498308649148
90,4.559881050230284,63.786563436352935,0.0,0.0,0.005988105023028408
91,4.593901170629662,72.87199252129054,0.0,0.0,0.00939011706296619
92,4.575267740460207,69.19873106681715,0.0,0.0,0.007526774046020713
93,4.569135854435305,69.53295484306395,0.0,0.0,0.0069135854435304735
94,5.111289494740948,79.85028960193839,0.0,0.0,0.01112894947409479
95,5.1081636740212115,76.8776742418997,0.0,0.0,0.010816367402121168
96,5.090780056546651,75.55906515356448,0.0,0.0,0.009078005654665093
97,5.061518740550421,62.82264844200508,0.0,0.0,0.006151874055042153
98,4.577867757017001,69.58540596052072,0.0,0.0,0.007786775701700122
99,5.096461499531145,74.51300512046458,0.0,0.0,0.009646149953114467
100,4.585557529558596,73.50492851861705,0.0,0.0,0.008555752955859624
101,4.584938889465903,75.03457282657422,0.1,0.0,0.008544077851258446
102,4.559670560461513,67.64310329273779,0.0,0.0,0.005967056046151263
103,5.091977376808704,75.4390782224857,0.0,0.0,0.009197737680870337
104,5.085597210609711,72.67835075032541,0.0,0.0,0.008559721060971078
105,4.5849877938955785,69.8448014692017,0.0,0.0,0.008498779389557792
106,5.1034918688582795,81.34219368121894,0.0,0.0,0.010349186885827937
107,4.574964339050342,70.97105177002989,0.0,0.0,0.007496433905034204
108,4.575968142494674,68.5804959691498,0.0,0.0,0.007596814249467473
109,4.582339483374637,71.89483896532404,0.0,0.0,0.008233948337463758
110,4.061493192693845,63.00324745288439,0.0,0.0,0.00614931926938452
111,5.1011339794064705,75.78469626445752,0.0,0.0,0.010113397940647044
112,5.092276933624503,74.75427105552788,0.0,0.0,0.009227693362450455
113,5.07287632011101,69.61355017625037,0.0,0.0,0.007287632011100889
114,4.0737043892439475,70.73243465193069,0.0,0.0,0.007370438924394771
115,5.080165484606659,75.54949879330879,0.0,0.0,0.008016548460665835
116,5.0886759938261,74.99054005445745,0.0,0.0,0.008867599382610017
117,5.087314357127234,75.85234157102829,0.0,0.0,0.008731435712723322
118,4.5919265944753125,75.45547512325325,0.0,0.0,0.009192659447531195
119,5.086376970854501,72.45440965264407,0.0,0.0,0.00863769708545006
120,4.06916525303885,72.72201013011214,0.0,0.0,0.006916525303884959
121,4.084005568418003,72.52267127041242,0.0,0.0,0.00840055684180028
122,4.571623954713246,71.45215218857825,0.0,0.0,0.007162395471324709
123,4.067982182900641,74.15183714300433,0.0,0.0,0.0067982182900641185
124,5.078447063167467,70.43145882372701,0.0,0.0,0.0078447063167468
125,5.087499973989672,74.13432770802964,0.0,0.0,0.008749997398967108
126,5.068728663781289,67.53887811199655,0.0,0.0,0.006872866378128793
127,5.094345716732455,73.53062888287337,0.0,0.0,0.009434571673245584
128,5.1034506554347,75.7454503910468,0.0,0.0,0.010345065543469997
129,4.582171501705365,76.25704126728616,0.0,0.0,0.008217150170536435
130,4.580855637843122,71.72078984524994,0.0,0.0,0.008085563784312123
131,5.095506216165768,71.31541354416586,0.0,0.0,0.009550621616576887
132,5.087154004049927,70.88829330096428,0.0,0.0,0.00871540040499271
133,5.107867045627594,79.4991621848026,0.0,0.0,0.010786704562759408
134,4.579841467065211,70.37537113423186,0.0,0.0,0.00798414670652102
135,4.562340162091797,67.53359709872169,0.0,0.0,0.006234016209179682
136,4.561067483260214,65.65792299548505,0.1,0.0,0.0061277154911470125
137,4.569641817958346,69.6773577410033,0.0,0.0,0.006964181795834615
138,4.072179254843633,69.46740372126497,0.0,0.0,0.007217925484363223
139,5.073994557341601,70.68818627251652,0.0,0.0,0.007399455734160216
140,4.561341651660438,68.50376788418271,0.0,0.0,0.006134165166043761
141,4.588088824756806,70.64561768315595,0.0,0.0,0.008808882475680485
142,4.565819768306053,72.19934433246341,0.0,0.0,0.006581976830605231
143,4.559863323702169,70.77912476358664,0.0,0.0,0.005986332370216947
144,5.113435029215864,80.43795282819039,0.0,0.0,0.01134350292158641
145,5.085007645847482,75.89183607403808,0.0,0.0,0.00850076458474821
146,4.559662524243705,68.03121145751984,0.0,0.0,0.0059662524243705006
147,5.121497254855627,81.95470566212097,0.0,0.0,0.01214972548556264
148,4.066923077512053,65.55042631653814,0.0,0.0,0.006692307751205275
149,5.088559861795155,71.50317997936097,0.0,0.0,0.008855986179515583
150,3.538276274391889,60.989755516040404,0.1,0.0,0.003971039968173551
151,3.5436373386858877,64.34449308379864,0.0,0.0,0.004363733868588807
152,4.5695120816009585,67.43275530783647,0.0,0.0,0.006951208160095838
153,5.089176039544845,76.58577504434392,0.0,0.0,0.008917603954484505
154,5.096760688014187,74.42412051686365,0.0,0.0,0.009676068801418618
155,5.078812402372179,72.33637332541454,0.0,0.0,0.007881240237217917
156,4.593070261484361,72.87088855532762,0.0,0.0,0.009307026148436025
157,5.108489252062637,80.78774640535366,0.0,0.0,0.010848925206263672
158,5.1071425035471885,81.33865504562462,0.0,0.0,0.010714250354718914
159,4.586764143245099,73.362896867784,0.0,0.0,0.008676414324509881
160,4.053354507204147,61.259467176615956,0.0,0.0,0.005335450720414769
161,4.577775050598524,75.06960852066247,0.0,0.0,0.007777505059852407
162,4.567921189214139,71.91518600716805,0.0,0.0,0.00679211892141388
163,5.10311518635679,80.92128620217697,0.0,0.0,0.010311518635679055
164,5.084882383895097,70.29413084516995,0.0,0.0,0.008488238389509765
165,4.05488272822851,67.01601879865304,0.0,0.0,0.005488272822850885
166,5.098308879272,78.34113698242052,0.0,0.0,0.009830887927200138
167,4.5803973050935936,72.64137078619322,0.0,0.0,0.008039730509359409
168,5.101557045445857,77.61482029058467,0.0,0.0,0.01015570454458566
169,5.064749949681701,65.57255485297469,0.0,0.0,0.006474994968170077
170,5.093595255068667,74.47950532017543,0.0,0.0,0.009359525506866596
171,5.116165028577032,81.52086223842012,0.0,0.0,0.011616502857703182
172,4.579717054788527,70.49464599756304,0.0,0.0,0.007971705478852729
173,5.081648804281902,71.54112802875783,0.0,0.0,0.008164880428190116
174,5.087092024265263,73.66329482340353,0.0,0.0,0.008709202426526352
175,4.579360330670901,72.14352921042733,0.0,0.0,0.00793603306709001
176,4.577583018388974,69.73650415362309,0.0,0.0,0.007758301838897319
177,5.11679807643409,83.00153988746521,0.0,0.0,0.011679807643408962
178,4.070000340588885,71.53989971932326,0.1,0.0,0.0071251595835678475
179,5.092575895174198,75.37126912139465,0.0,0.0,0.009257589517419798
180,4.590638559889839,71.74411986580957,0.0,0.0,0.009063855988983922
181,5.09911929431198,73.85898598805629,0.0,0.0,0.009911929431197949
182,5.083732521822451,68.69268266531591,0.0,0.0,0.008373252182245118
183,4.060957839432794,65.8311208173305,0.0,0.0,0.006095783943279372
184,5.078642165999668,65.57859909195922,0.0,0.0,0.007864216599966802
185,5.090950995358844,73.48818914961227,0.0,0.0,0.009095099535884294
186,5.103616111934692,78.17075687622415,0.0,0.0,0.010361611193469233
187,4.581883466366237,69.78011299184632,0.0,0.0,0.008188346636623618
188,3.550273807460333,63.341367265036844,0.0,0.0,0.005027380746033259
189,5.080252503009917,73.45901069679375,0.0,0.0,0.00802525030099172
190,4.578095394003167,71.07226985181406,0.0,0.0,0.007809539400316702
191,5.077910720609576,69.96621829011022,0.0,0.0,0.007791072060957571
192,5.083744864897105,73.06970037811536,0.0,0.0,0.008374486489710481
193,4.567474884708438,66.5827041903245,0.0,0.0,0.006747488470843774
194,4.569654079340572,67.35215940836054,0.0,0.0,0.006965407934057227
195,4.568207594243975,68.03560400966316,0.0,0.0,0.006820759424397434
196,4.580777514675199,67.51106112395733,0.0,0.0,0.008077751467519878
197,4.562157358369497,68.05098635929214,0.0,0.0,0.00621573583694972
198,4.0561169198774865,66.0195329847896,0.0,0.0,0.0056116919877486115
199,4.08829292957604,73.58231439999818,0.0,0.0,0.008829292957604032
200,5.0831605612352595,74.99783883077149,0.0,0.0,0.008316056123525983
201,5.09157309662835,73.96481863307852,0.0,0.0,0.009157309662834835
202,5.094909035491918,76.59137555985565,0.0,0.0,0.00949090354919191
203,5.107608903391705,75.59863595620432,0.0,0.0,0.010760890339170512
204,4.57844126423653,71.77461426007262,0.0,0.0,0.007844126423653012
205,5.0886933227695454,76.18469434985585,0.0,0.0,0.008869332276954533
206,4.56662088521986,67.72950307828356,0.0,0.0,0.006662088521985998
207,5.091339164698103,74.74663226619165,0.0,0.0,0.00913391646981018
208,5.103424840861678,73.82610340980202,0.0,0.0,0.010342484086167671
209,5.112802570816018,81.33061015807247,0.0,0.0,0.011280257081601821
210,4.578007126531968,72.01136031400185,0.0,0.0,0.007800712653196801
211,5.098209446169525,76.88189644077721,0.0,0.0,0.009820944616952532
212,4.580196841070918,71.4226302290103,0.0,0.0,0.008019684107091769
213,5.0829681400912925,71.79793851812994,0.0,0.0,0.008296814009129228
214,5.101644571670683,78.34264898193446,0.0,0.0,0.010164457167068234
215,4.062670274296278,69.53712683156087,0.0,0.0,0.0062670274296278
216,4.566710032469787,67.07615676320634,0.0,0.0,0.006671003246978768
217,4.565082786077156,67.21349858286501,0.0,0.0,0.006508278607715669
218,3.5580096973467823,68.1433182531936,0.0,0.0,0.005800969734678273
219,5.082168323423429,74.34140447289403,0.0,0.0,0.008216832342342897
220,5.087022727537875,76.94490690653126,0.0,0.0,0.008702272753787528
221,4.582857197843397,69.06647804042375,0.0,0.0,0.008285719784339705
222,5.086769816752876,71.83520619498037,0.0,0.0,0.008676981675287592
223,4.587590351185588,73.59543101199733,0.0,0.0,0.008759035118558717
224,5.079188843509738,72.92022192511516,0.0,0.0,0.00791888435097374
225,4.077478501289381,72.47730513249228,0.0,0.0,0.007747850128938113
226,5.084168011936111,68.61598653822941,0.0,0.0,0.008416801193611151
227,5.105281024810941,79.29079461165688,0.0,0.0,0.010528102481093942
228,5.109199034923209,77.64186195060262,0.0,0.0,0.010919903492320918
229,5.081874948970132,73.22426861774981,0.0,0.0,0.00818749489701314
230,5.0865659247893165,74.16638385168376,0.0,0.0,0.008656592478931649
231,5.109518578558987,76.77021753210428,0.0,0.0,0.010951857855898741
232,4.07099478322211,72.63012529708227,0.0,0.0,0.007099478322210993
233,5.084681669459928,71.79521324447482,0.0,0.0,0.008468166945992806
234,5.08233473892227,69.15188254241198,0.0,0.0,0.008233473892226957
235,4.054096139369548,65.11444121494954,0.0,0.0,0.005409613936954787
236,5.103502885712916,76.73756087825845,0.0,0.0,0.010350288571291676
237,5.0890744007627,71.6090461960736,0.0,0.0,0.008907440076269988
238,4.5753767052151515,68.61730379306918,0.0,0.0,0.007537670521515115
239,5.110950564837564,80.07733068162456,0.0,0.0,0.011095056483756393
240,5.059697803286814,65.69123626946006,0.0,0.0,0.005969780328681321
241,5.07402800382563,68.66103882561485,0.0,0.0,0.0074028003825630006
242,5.085598552672286,75.50988938843265,0.0,0.0,0.008559855267228581
243,5.094260978360414,76.79386139696729,0.0,0.0,0.009426097836041345
244,4.064719781573622,67.37797984367523,0.0,0.0,0.006471978157362191
245,5.084718638195232,74.91807065991387,0.0,0.0,0.008471863819523234
246,5.095704043143018,74.31687408148007,0.0,0.0,0.009570404314301704
247,5.105362865782493,80.76742433527139,0.0,0.0,0.010536286578249246
248,5.078310200685108,71.04631684561963,0.0,0.0,0.007831020068510813
249,5.1009441439625505,73.16194976233331,0.0,0.0,0.010094414396255058
250,4.604476443041069,78.77062635598254,0.0,0.0,0.010447644304106801
251,5.090285011032229,70.03978954014119,0.0,0.0,0.009028501103222867
252,5.070204555713575,66.93314096522347,0.0,0.0,0.007020455571357496
253,5.101117169184198,80.48160885115445,0.0,0.0,0.010111716918419852
254,5.08672463923756,74.38134507947393,0.0,0.0,0.008672463923756021
255,5.074013653428414,73.296639176194,0.0,0.0,0.007401365342841469
256,5.11235911816269,77.95052364885257,0.0,0.0,0.011235911816268936
257,4.589271621461759,74.62093093741524,0.0,0.0,0.008927162146175938
258,5.097233623131299,77.42768147383022,0.0,0.0,0.009723362313129777
259,4.585415102824529,75.71391447438864,0.0,0.0,0.00854151028245293
260,4.5814690057457135,73.67544831767961,0.0,0.0,0.008146900574571403
261,4.591533750643748,78.2293862748136,0.0,0.0,0.009153375064374886
262,5.090212112192862,75.623980612378,0.0,0.0,0.009021211219286306
263,5.082679949226742,73.06900615052038,0.0,0.0,0.008267994922674111
264,4.600619025098018,78.58271411992867,0.0,0.0,0.010061902509801846
265,5.102262026349896,76.56992256425445,0.0,0.0,0.01022620263498965
266,5.116488531842751,79.6796247522191,0.0,0.0,0.011648853184275068
267,4.561297787127126,67.05423342909549,0.0,0.0,0.006129778712712653
268,4.572066390529427,71.46626471869503,0.0,0.0,0.007206639052942707
269,5.080054714966288,69.9886843669242,0.0,0.0,0.008005471496628756
270,5.111371037169741,79.96060656462595,0.0,0.0,0.011137103716974107
271,5.0838615632002035,73.67262360772466,0.0,0.0,0.008386156320020368
272,4.57644996768586,71.77223433926791,0.0,0.0,0.007644996768585909
273,5.092580909098111,76.65545226781533,0.0,0.0,0.009258090909811197
274,4.579013820616922,69.77961239168648,0.0,0.0,0.007901382061692133
275,4.557958911624213,65.42112340109148,0.0,0.0,0.005795891162421225
276,5.10722079816046,81.82503961961471,0.0,0.0,0.010722079816046066
277,5.0824035489248525,69.96837215432012,0.0,0.0,0.008240354892485285
278,4.601653408878962,81.46427466502988,0.0,0.0,0.010165340887896153
279,5.11227655111812,81.15148395355371,0.0,0.0,0.011227655111812035
280,4.568018293164539,72.03473111173315,0.0,0.0,0.00680182931645391
281,5.078488256802768,70.19917337196685,0.0,0.0,0.007848825680276698
282,4.580325551434601,72.30212904545134,0.0,0.0,0.008032555143460164
283,4.574296417159678,69.03088109344397,0.0,0.0,0.007429641715967739
284,5.068373694002305,66.90226826451654,0.0,0.0,0.006837369400230509
285,5.081853578153522,69.62650994873968,0.0,0.0,0.008185357815352165
286,5.068267563660781,68.5417580702867,0.0,0.0,0.006826756366078013
287,4.5644499764754665,66.12798858923495,0.0,0.0,0.006444997647546582
288,4.080323452235849,70.11363259194682,0.0,0.0,0.008032345223584822
289,5.100114294827758,74.95026977190105,0.0,0.0,0.010011429482775756
290,4.576267860155188,68.79616850502649,0.0,0.0,0.007626786015518838
291,4.596094398658608,74.78016710513309,0.0,0.0,0.009609439865860759
292,5.093443109411493,74.67453860941886,0.0,0.0,0.009344310941149283
293,5.103522713120427,79.57344711323404,0.0,0.0,0.010352271312042683
294,5.0970796680819905,74.38192532644403,0.0,0.0,0.0097079668081991
295,4.578753093888324,70.0243287323934,0.0,0.0,0.007875309388832373
296,4.576534323553454,71.02654142257967,0.0,0.0,0.007653432355345333
297,4.5854597818469465,74.32718451452357,0.0,0.0,0.008545978184694618
298,5.097779312145713,77.71788686388567,0.0,0.0,0.009777931214571326
299,5.098519575908334,77.93646655110224,0.0,0.0,0.009851957590833488
300,5.102416774316671,78.69587836637142,0.0,0.0,0.010241677431667168
301,4.595837146543003,72.05270630617052,0.0,0.0,0.009583714654300251
302,5.06303139678556,68.98821749229332,0.0,0.0,0.006303139678556081
303,4.565001527995932,66.03368011855854,0.0,0.0,0.00650015279959323
304,5.086180933230032,72.43421174339012,0.0,0.0,0.008618093323003173
305,5.092732701410263,75.09348830423549,0.0,0.0,0.009273270141026267
306,5.081152403202405,71.18558498305985,0.0,0.0,0.008115240320240514
307,5.093992105966262,73.09021946176398,0.0,0.0,0.009399210596626175
308,4.586165220043668,76.24814681915684,0.0,0.0,0.0086165220043668
309,4.587190235608293,73.46639790950344,0.0,0.0,0.008719023560829335
310,5.086779864523282,70.89815263111895,0.0,0.0,0.008677986452328267
311,4.059356940034138,66.8220196015577,0.0,0.0,0.005935694003413883
312,5.08139868012742,73.85360321075635,0.0,0.0,0.008139868012742016
313,5.074570401865977,72.61224457473678,0.0,0.0,0.007457040186597751
314,4.579102295018522,69.0085813131983,0.0,0.0,0.007910229501852165
315,5.11578954230384,80.45188018329681,0.0,0.0,0.011578954230383992
316,4.568010972770751,71.59786242463326,0.0,0.0,0.006801097277075091
317,5.079782601106244,76.11294261810653,0.0,0.0,0.007978260110624396
318,3.5645254771702874,73.65928828963604,0.0,0.0,0.006452547717028756
319,5.122912994839211,83.03015493063435,0.0,0.0,0.012291299483921091
320,4.082075359976684,74.79556741248516,0.0,0.0,0.008207535997668361
321,5.0916727591753785,76.40279168311899,0.0,0.0,0.009167275917537855
322,5.085548722352177,74.67760263160282,0.0,0.0,0.008554872235217786
323,4.0808294720119624,71.69723921707393,0.0,0.0,0.008082947201196167
324,4.074386898544297,69.7640307968775,0.0,0.0,0.00743868985442971
325,5.10174399989818,78.651791560908,0.0,0.0,0.010174399989817954
326,5.092315809376779,73.5458573352913,0.0,0.0,0.009231580937677921
327,5.100442757316012,76.15453473523203,0.0,0.0,0.010044275731601184
328,5.091430433789284,73.0057958880974,0.0,0.0,0.009143043378928444
329,5.086309457173395,72.1847932595687,0.0,0.0,0.008630945717339512
330,5.098522551897969,78.24174606377453,0.0,0.0,0.009852255189796943
331,5.084933270287376,77.44611522907609,0.0,0.0,0.008493327028737594
332,4.075444472722634,68.2215410017707,0.0,0.0,0.007544447272263449
333,5.084946891382098,72.95100093731025,0.0,0.0,0.008494689138209902
334,5.092495161940375,76.82435784751233,0.0,0.0,0.009249516194037462
335,5.086842754115078,75.45586722846545,0.0,0.0,0.008684275411507722
336,5.0679153800677295,70.23660393164967,0.0,0.0,0.006791538006772899
337,4.573476591715023,71.11886189483772,0.1,0.0,0.007458628702594032
338,4.580362958720572,70.9271414874991,0.1,0.0,0.008106766362266317
339,5.083386342450538,73.40930944614844,0.0,0.0,0.008338634245053923
340,5.113663422204487,77.40675080876879,0.0,0.0,0.011366342220448727
341,5.072744668584415,69.95236828149493,0.0,0.0,0.007274466858441434
342,4.077937487840306,73.7583489196058,0.0,0.0,0.007793748784030619
343,4.589787417343884,76.82320210361358,0.0,0.0,0.008978741734388323
344,5.0945126916269885,74.75488857956837,0.0,0.0,0.009451269162698834
345,5.094495738638762,76.40675606197335,0.0,0.0,0.009449573863876171
346,5.08249491967051,72.50829661947678,0.0,0.0,0.008249491967050892
347,5.10278693194538,79.51121204209686,0.0,0.0,0.010278693194537952
348,4.611831463930783,81.54807146772612,0.0,0.0,0.011183146393078356
349,5.0847544369632045,71.70983977754277,0.0,0.0,0.008475443696320428
350,4.593823411048065,76.67539798343088,0.0,0.0,0.009382341104806548
351,5.100708245551169,78.40399975238799,0.0,0.0,0.010070824555116787
352,5.114064947624572,80.36788684144526,0.0,0.0,0.011406494762457243
353,4.568538001664604,68.20857221967786,0.0,0.0,0.006853800166460433
354,4.589463361427727,75.3199953385176,0.0,0.0,0.008946336142772673
355,5.088579422929117,75.31873153493042,0.0,0.0,0.008857942292911716
356,5.073495555974805,70.71216670371928,0.0,0.0,0.007349555597480501
357,5.09657694429204,78.21237128241494,0.0,0.0,0.009657694429203976
358,5.072709465390969,68.99853918224308,0.0,0.0,0.0072709465390968075
359,5.0918166724747875,78.37127599556383,0.0,0.0,0.009181667247478797
360,4.577174285067279,66.31461429042326,0.0,0.0,0.00771742850672791
361,5.089599806739142,75.84164162889104,0.0,0.0,0.00895998067391424
362,5.097518206721257,78.4821424752333,0.0,0.0,0.00975182067212572
363,4.073983166757327,72.21485801168907,0.0,0.0,0.007398316675732736
364,4.585554995706281,73.00024638820724,0.0,0.0,0.008555499570628134
365,4.055744943972562,65.84874111144468,0.0,0.0,0.005574494397256278
366,4.074914804786385,70.00938596387371,0.0,0.0,0.007491480478638507
367,5.1126258213629665,79.37582005000515,0.0,0.0,0.01126258213629669
368,4.589586712704115,72.88843558184148,0.1,0.0,0.008979289356457207
369,5.095840008613819,75.88199573847601,0.0,0.0,0.009584000861381902
370,5.085964891224863,72.71887253803341,0.0,0.0,0.008596489122486286
371,4.580761480537523,74.2866886450523,0.0,0.0,0.008076148053752367
372,5.088045402564274,73.6487985209106,0.0,0.0,0.008804540256427438
373,5.094851587735821,74.93283158872381,0.0,0.0,0.00948515877358206
374,4.595934767236571,74.75374933187183,0.0,0.0,0.009593476723657209
375,5.099510695965844,73.23412835979096,0.0,0.0,0.009951069596584367
376,4.570941062636952,73.3420629995894,0.0,0.0,0.007094106263695302
377,5.1045006823280366,78.75182059000535,0.0,0.0,0.010450068232803679
378,3.0323137291907223,58.67783437712518,0.0,0.0,0.003231372919072246
379,4.076501671613363,71.09359926934005,0.0,0.0,0.007650167161336209
380,4.576555102299487,70.75619455450435,0.0,0.0,0.007655510229948712
381,5.097987071406042,76.00290432474154,0.0,0.0,0.009798707140604056
382,4.59458097550306,74.35405547203507,0.0,0.0,0.009458097550306056
383,4.562672341042403,66.18247057423679,0.0,0.0,0.00626723410424033
384,5.110157972144016,80.92532575491208,0.0,0.0,0.011015797214401496
385,5.096927672807221,73.60961508847576,0.0,0.0,0.009692767280722072
386,5.107573800877776,79.25205729042825,0.0,0.0,0.010757380087777626
387,4.583456214948319,74.12656497537223,0.1,0.0,0.008371245986088002
388,5.092171745974062,75.57310224578931,0.0,0.0,0.009217174597406059
389,4.574955042567291,72.57892534097321,0.0,0.0,0.00749550425672906
390,5.095288424260431,77.3977000046101,0.0,0.0,0.009528842426043137
391,5.119058917733497,79.23467206071342,0.0,0.0,0.011905891773349678
392,5.102004380643273,76.47915034863283,0.0,0.0,0.010200438064327388
393,4.589281629365641,73.50387374271028,0.0,0.0,0.008928162936564074
394,5.098695387194223,76.39790649341035,0.0,0.0,0.009869538719422309
395,5.102591091193043,78.68909542856599,0.0,0.0,0.010259109119304348
