episode,policy_loss,value_loss,mean_coalition_size,mean_surplus_captured
44.0,-0.00014549914536461374,1.9567955136299133,4.8,3.417001182182446
45.0,-0.002076143067097469,5.306749939918518,4.55,1.899875790752103
46.0,-0.0006766947370487441,3.8870580196380615,4.9,2.6441436019252196
47.0,-0.002048375743761355,1.3643974661827087,4.55,3.916637733824767
48.0,-0.0008909553019476491,2.4171829223632812,4.7,2.3713955384214045
49.0,-0.0022128684359636,1.3675394654273987,4.85,3.7530711004817747
50.0,-0.0008142323619543036,0.46088802069425583,4.65,3.62928713735358
51.0,-0.001426325869596834,1.1227718442678452,4.65,4.237362619779167
52.0,-0.0021547007725166824,1.6397960484027863,4.85,3.1056343324732407
53.0,0.00029462523925776195,2.858471691608429,4.9,2.5256429529134823
54.0,-0.0005623531679791683,0.5252585560083389,4.8,3.4041331214406503
55.0,-0.00021070673930791985,5.32430362701416,4.8,1.3305120198644675
56.0,-0.0013137069015285662,0.4579416960477829,4.85,3.595679588894348
57.0,-0.001162079080168077,1.8820550441741943,4.7,1.8088008530361002
58.0,-0.0019293140398080055,0.37913570180535316,4.7,1.9167687963287965
59.0,-9.015693482025133e-05,4.935697793960571,4.85,4.667219328356234
60.0,-0.0002518119638082794,4.815795123577118,4.95,3.965336957269303
61.0,0.00014552250497281704,4.78763484954834,4.95,4.290989080802785
62.0,1.45732973102497e-05,0.5586771368980408,4.95,3.4893748084615197
63.0,-6.098002124408364e-05,0.6240306198596954,4.85,3.3632722716756356
64.0,-0.0002637677271833283,0.8770183622837067,4.95,3.183892985904398
65.0,-0.00023952408999328156,3.9361860156059265,4.8,2.0789829896234053
66.0,-0.00046059999572649617,0.24496492743492126,4.85,2.5354007091880453
67.0,-0.0005269506591504047,0.8502154797315598,4.85,3.7028135397631887
68.0,-0.00020322293199606103,0.528100598603487,4.95,3.8551972286373855
69.0,-0.00021069273467211325,0.9657768607139587,4.95,4.877228985229188
70.0,-0.0007220096707898805,0.5847814977169037,4.9,4.472540642126377
71.0,-0.0006683968094879367,1.7784217298030853,4.9,4.1667005078064605
72.0,-0.00018759012029461174,2.0763149857521057,5.0,4.461181267747561
73.0,-0.0005968375193698639,2.628400355577469,4.85,2.361391886969612
74.0,-0.00015427216898382666,0.44408971816301346,4.95,3.405297011122414
75.0,-0.00014147520040737048,0.321119699627161,4.85,2.707719931302813
76.0,-0.0005990311667759319,3.4101911187171936,4.85,3.616494334788411
77.0,-5.032569418084165e-06,5.1724342703819275,5.0,5.41336180096789
78.0,-0.0004440685598286809,2.004439741373062,4.85,1.9312185893907874
79.0,-0.0004152321035371997,0.7408743053674698,4.9,3.650794529098288
80.0,-1.0712444823557378e-05,1.1401500403881073,4.9,3.999443743600709
81.0,-6.024494730523244e-05,0.795312911272049,4.95,3.2929850219009156
82.0,-0.0005660473684886425,1.2586952149868011,4.9,3.3823664464257064
83.0,-0.00042575412073362354,2.5120975375175476,4.9,1.6891072751331055
84.0,-0.0001475966711220078,0.8800631687045097,4.9,2.407675877137804
85.0,-0.0008142653950561573,2.796454608440399,4.9,3.4196512510199213
86.0,-0.0004133801915666369,6.234485626220703,4.95,4.346393910026964
87.0,-0.00038574934021982086,0.16842220723628998,4.9,2.3077945681315986
88.0,-0.00021937101918889645,2.811594247817993,4.9,4.378612008218635
89.0,-0.0008677823705852461,0.6716561019420624,4.85,3.586614544269584
90.0,-3.756672193957477e-05,0.9258021712303162,5.0,2.44482562100919
91.0,-7.656760496377313e-05,1.7349081337451935,4.95,2.0328867099416206
92.0,-0.0003791989258023598,0.8951499164104462,4.9,4.06648808627282
93.0,-3.5064072237656065e-05,0.2563484162092209,4.95,3.4397869528021454
94.0,-0.0003090716120457415,0.27305828034877777,4.85,3.811608391296473
95.0,-0.00022235900335544346,0.4370153993368149,4.9,4.044235161792905
96.0,-0.0016861129207060843,0.11970909312367439,4.85,3.713489672691833
97.0,-0.001641301200532963,0.6933107823133469,4.9,4.040907023670772
98.0,-0.0007597632037686708,0.8445876091718674,4.8,3.2094897710094217
99.0,-3.5218888294274994e-06,0.41193629428744316,5.0,2.724421860103761
100.0,-0.0006987867580027895,3.654905617237091,4.95,3.443867395781827
101.0,-0.0014112580537767095,5.177764415740967,4.85,3.4434238008324485
102.0,-0.0006112111533369102,1.0817795395851135,4.95,3.4070617410326705
103.0,4.9622353798906e-06,0.16681025177240372,5.0,3.3234526634415404
104.0,-0.00032687070881376457,0.11840909719467163,4.95,3.0958462307706403
105.0,-0.0007624769329014347,1.5504411458969116,4.85,4.402810511722169
106.0,-0.00011839248470071339,0.054872065782547,4.85,2.4280885693621137
107.0,-1.0646432501282277e-05,0.36104217916727066,5.0,3.856375764452598
108.0,-0.000949563274470433,0.0635673850774765,4.9,2.7598458257836174
109.0,-0.0003730221758453833,0.05356909893453121,4.95,2.784771853092297
110.0,-0.0008538570989981454,0.07894247956573963,4.9,3.199724912025832
111.0,-0.0010992261870842678,0.10181309841573238,4.9,3.6644319278345763
112.0,-2.5156290066075113e-05,0.2527453377842903,5.0,3.303500593258221
113.0,1.898243935101185e-05,0.08932341169565916,4.95,3.1915119222343327
114.0,-3.741294156012209e-05,0.418258935213089,5.0,2.7107396874634566
115.0,-3.266375527353205e-05,0.29285769164562225,5.0,4.293294783427359
116.0,-3.5136174283567637e-05,1.4175453633069992,5.0,3.143003698099329
117.0,-5.517426923360436e-05,0.2838704576715827,5.0,2.7843251226208285
118.0,-0.0002576962078500333,1.6922140419483185,4.95,2.99227016511137
119.0,-0.0002736162056506952,1.0513883084058762,4.9,3.735534581253811
120.0,-9.426176628568594e-06,0.3265373706817627,5.0,3.593236294008116
121.0,4.3121017375202794e-05,0.9461723752319813,4.95,4.482572199560326
122.0,-0.00020793512643964008,3.8434993624687195,4.95,2.2407135742151154
123.0,1.646771967458438e-05,2.4214848279953003,5.0,2.983893996094664
124.0,-5.977889445762941e-06,2.5282217264175415,5.0,5.524489302895377
125.0,-1.954436355799949e-06,0.6469049602746964,5.0,3.742318084683073
126.0,-0.0002562920055738216,0.8512307554483414,4.85,3.622269702254697
127.0,5.902647991540277e-06,2.570836216211319,5.0,2.3780081728900706
128.0,-0.0005267929425293971,2.0559772551059723,4.9,5.627546226869629
129.0,-0.00033275618565311584,0.24886931106448174,4.95,3.6906018303266857
130.0,-5.474407203902576e-05,0.6905461996793747,4.95,4.082833571795159
131.0,-0.0002111259820895661,1.6820880770683289,4.95,5.287406952636355
132.0,-0.00037057615718097956,0.15400582179427147,4.9,3.335889856616131
133.0,6.760507608831734e-05,0.8911144137382507,4.95,3.4974965979268626
134.0,-9.099990110117417e-06,0.6056675165891647,5.0,4.305458551331739
135.0,-0.0006323748920665561,0.6259591728448868,4.95,3.0866727173545225
136.0,-8.835956444280813e-05,0.3311532996594906,4.95,2.6376851662367704
137.0,-0.0018249277118409068,0.1310083381831646,4.9,3.611183287188632
138.0,-1.9416734317123653e-05,0.05286953318864107,4.95,2.638696246081212
139.0,-1.9863248676976752e-06,0.09263161476701498,5.0,2.66289074066347
140.0,-3.04767860546562e-05,0.06288907490670681,4.95,2.919541601910249
141.0,-0.0004959106675687108,0.10950062982738018,4.95,3.898314639928432
142.0,-3.3898652766595204e-06,1.0579871833324432,5.0,2.915799362013126
143.0,0.00010296396920237428,0.048327536322176456,4.95,3.5437420179592904
144.0,-0.00033807836691241984,0.435507632791996,4.9,3.5120927880771546
145.0,-0.00023385218793881002,1.6602536141872406,4.95,3.1758423439403334
146.0,-4.4666229684153785e-05,2.3105300068855286,5.0,4.502756911336325
147.0,1.1585690164750418e-05,0.07740138377994299,5.0,3.252561575653045
148.0,3.430992383091081e-07,2.7043747901916504,5.0,4.846552109207466
149.0,-0.00098287531174841,0.14062388613820076,4.95,3.214102731233821
150.0,4.0983632227842294e-05,0.05533417873084545,5.0,3.6744744392587365
151.0,-6.513852682825672e-05,0.08853175491094589,5.0,3.022882122053874
152.0,-4.565984009428093e-05,0.08711890783160925,5.0,3.6092278257527846
153.0,-3.991872069151193e-05,1.1984197199344635,5.0,2.214813779474742
154.0,9.40829524953557e-06,0.2336665652692318,5.0,2.4418943992171918
155.0,-0.00018572724773304738,0.9091918021440506,4.9,3.6648463125903383
156.0,5.040318027060842e-07,0.16728835878893733,5.0,3.7509417612262177
157.0,-3.434240798830812e-05,0.2781266253441572,5.0,3.3908512409461267
158.0,-9.873643576998603e-05,0.6279120966792107,5.0,5.404786136635301
159.0,-2.4092719482293746e-05,1.613326907157898,5.0,3.8244994790933604
160.0,-0.00045864917332858466,5.547248721122742,4.95,2.377603875497051
161.0,-0.0009091903315471051,1.5874662101268768,4.95,2.497349855304543
162.0,-5.2794068441464054e-05,1.8782933950424194,5.0,2.8791299804637505
163.0,-7.86118242261935e-06,0.19489942211657763,5.0,2.823155127017265
164.0,2.4785325291531993e-05,0.6733099818229675,5.0,3.7429621740898127
165.0,1.126900310928214e-05,0.18516178242862225,5.0,3.241522608756673
166.0,-5.50374406316223e-07,0.19301972165703773,5.0,4.335098248848103
167.0,-0.00016496747388323741,1.0220013409852982,4.95,3.2164024757072527
168.0,-1.4419257845260658e-05,3.468311369419098,5.0,1.6319737821574805
169.0,-1.3526119518481038e-05,0.47195275127887726,5.0,4.544216571455461
170.0,-2.914175424044707e-05,0.8013980090618134,5.0,2.9025466174275847
171.0,-9.12845130596196e-06,0.5126820057630539,5.0,2.656162276106515
172.0,-1.66936589991451e-05,0.107046689838171,4.95,2.948190628132344
173.0,-1.2561679158196171e-06,0.06135988235473633,5.0,2.0187639079651793
174.0,4.936531179033921e-06,0.8084881603717804,4.95,3.1282074927360553
175.0,-0.00011501155430222454,0.5492318496108055,4.95,3.032619176078534
176.0,-4.2773037898236055e-06,0.08503979630768299,5.0,2.6987986364038568
177.0,-2.854615492453583e-06,0.172829732298851,5.0,3.7821747074565244
178.0,-7.693320764414757e-05,1.0953888893127441,4.95,3.790523605812081
179.0,1.5096664227387535e-05,1.50105220079422,5.0,2.7773475332245305
180.0,-0.0008417194051513199,0.09517487976700068,4.95,3.099179015996883
181.0,-7.354617093469073e-06,0.09161658957600594,5.0,3.0623701324528545
182.0,1.0017752448066019e-05,1.1053490042686462,5.0,3.88791852777553
183.0,-4.0265917922610585e-06,3.0013840794563293,5.0,5.277280399865614
184.0,-8.183285427624254e-05,0.4753640703856945,4.95,3.936750635205443
185.0,1.0471195180361548e-05,0.12929988093674183,5.0,3.857289205312628
186.0,-7.932037067948094e-06,0.6075799465179443,5.0,4.586725475813339
187.0,-8.071988883356918e-05,3.085558772087097,4.95,2.7712654847551077
188.0,-0.0012494678469091801,0.8694353774189949,4.95,3.4019454873028345
189.0,-0.0014750808199319732,0.3792045321315527,4.9,2.702681134167437
190.0,0.0003115218854372381,2.777274787425995,4.95,4.221293884452775
191.0,1.6457586889728758e-06,0.37787971645593643,5.0,3.110996952198099
192.0,2.7644633337153835e-06,0.4464411810040474,5.0,2.049803008103195
193.0,-2.4411825767955976e-06,2.53811377286911,5.0,3.9943865675188115
194.0,-0.0006796190958141434,0.1002546101808548,4.9,2.351316312783895
195.0,-1.440346192160824e-06,0.059779707342386246,5.0,3.1635168266645337
196.0,1.849032912355497e-05,0.08911217749118805,5.0,3.897164205201372
197.0,-7.543711827651123e-07,0.870267242193222,5.0,1.6715674645315992
198.0,-3.1119770985466032e-06,0.031255197478458285,5.0,3.0858619116275934
199.0,-3.3076852547164744e-06,0.19854886829853058,5.0,2.3435395414636995
200.0,-6.36614861839746e-06,0.034112158231437206,5.0,3.0475808685388155
